"","esFraude","tipo","hora","cantidad","saldoOrigenAntes","saldoOrigenDespues","destino","saldoDestinoAntes","saldoDestinoDespues"
"1299","No","PAYMENT",43,2455.44,0,0,"M",0,0
"1300","No","CASH_IN",43,83210.74,15706,98916.74,"C",0,0
"1301","No","CASH_OUT",43,166723.5,33,0,"C",98584.53,0
"1302","No","PAYMENT",43,6721.33,0,0,"M",0,0
"1303","No","CASH_OUT",43,195717.75,21623,0,"C",86.92,195804.67
"1304","No","PAYMENT",43,23462.83,24134.97,672.14,"M",0,0
"1305","No","CASH_IN",43,159524.74,3458548.81,3618073.56,"C",748812.32,589287.57
"1306","No","PAYMENT",43,7949.13,0,0,"M",0,0
"1307","No","CASH_OUT",43,147760.94,0,0,"C",691256.92,749039.21
"1308","No","PAYMENT",43,22122.35,69495,47372.65,"M",0,0
"1309","No","PAYMENT",43,3966.68,0,0,"M",0,0
"1310","No","CASH_OUT",43,180849.98,10676,0,"C",0,180849.98
"1311","No","PAYMENT",43,7862.05,45251.08,37389.03,"M",0,0
"1312","No","CASH_IN",43,265439.03,206459,471898.03,"C",177459.3,0
"1313","No","PAYMENT",43,1892.35,0,0,"M",0,0
"1314","No","TRANSFER",43,128275.33,429424.15,301148.82,"C",221002.32,349277.65
"1315","No","TRANSFER",43,303823.04,545142.23,241319.19,"C",3634619.17,3938442.21
"1316","No","PAYMENT",43,5502.96,0,0,"M",0,0
"1317","No","CASH_IN",43,175945.03,105012,280957.03,"C",4704748.76,4528803.73
"1318","No","CASH_OUT",43,412721.59,0,0,"C",685787.4,1098508.99
"1319","No","PAYMENT",43,894.56,120240.9,119346.33,"M",0,0
"1320","No","CASH_OUT",43,67683.45,0,0,"C",117497.82,185181.27
"1321","No","PAYMENT",43,1259.56,0,0,"M",0,0
"1322","Si","CASH_OUT",43,350789.59,350789.59,0,"C",8785008.75,9135798.34
"1323","Si","CASH_OUT",43,362152.77,362152.77,0,"C",282809.47,644962.23
"1324","Si","TRANSFER",43,435166.65,435166.65,0,"C",0,0
"1325","Si","TRANSFER",43,1395850.55,0,0,"C",260806.21,1656656.77
"1326","No","CASH_OUT",44,160740.63,20793,0,"C",613498.24,774238.86
"1327","No","CASH_IN",44,181189.59,7059,188248.59,"C",569381.06,388191.47
"1328","No","CASH_OUT",44,78210.95,0,0,"C",2304979.77,2383190.71
"1329","No","PAYMENT",44,5776.43,0,0,"M",0,0
"1330","No","TRANSFER",44,541357.64,165931,0,"C",2066525.73,2607883.37
"1331","No","CASH_OUT",44,23413.57,0,0,"C",250220.27,273633.85
"1332","No","CASH_OUT",44,223534.76,62883,0,"C",4941178.86,5164713.63
"1333","No","CASH_OUT",44,427210.9,0,0,"C",625853.81,1053064.71
"1334","No","PAYMENT",44,19748.88,77788,58039.12,"M",0,0
"1335","No","PAYMENT",44,6213.12,30448,24234.88,"M",0,0
"1336","No","PAYMENT",44,5123.65,123052,117928.35,"M",0,0
"1337","No","CASH_OUT",44,18850.72,99338,80487.28,"C",332101.16,350951.88
"1338","No","CASH_OUT",44,135947.47,246,0,"C",3628364.17,3764311.65
"1339","No","PAYMENT",44,307.14,70006,69698.86,"M",0,0
"1340","No","CASH_OUT",44,64334.15,30517,0,"C",958850.71,1119819.83
"1341","No","CASH_OUT",44,135101.64,0,0,"C",478506.38,613608.02
"1342","No","CASH_OUT",44,193598.51,24142,0,"C",13452.98,207051.49
"1343","No","CASH_OUT",44,18656.22,50600,31943.78,"C",378282.1,396938.32
"1344","No","CASH_OUT",44,43306.99,201107,157800.01,"C",36761.3,80068.3
"1345","No","TRANSFER",44,233975.35,0,0,"C",1623903.48,1857878.83
"1346","No","PAYMENT",44,11080.29,32324,21243.71,"M",0,0
"1347","No","PAYMENT",44,6393.85,193324.85,186931.01,"M",0,0
"1348","No","PAYMENT",44,10768.11,0,0,"M",0,0
"1349","No","PAYMENT",44,675.12,0,0,"M",0,0
"1350","No","CASH_IN",44,168687.01,9569266.69,9737953.7,"C",428322.09,259635.08
"1351","No","PAYMENT",44,3263.93,34365,31101.07,"M",0,0
"1352","No","PAYMENT",44,7080.62,437642,430561.38,"M",0,0
"1353","No","TRANSFER",44,1381650.57,64583,0,"C",346019.51,1727670.08
"1354","No","CASH_OUT",44,22145,0,0,"C",680621.85,702766.85
"1355","No","CASH_OUT",44,53033.07,528,0,"C",0,53033.07
"1356","No","PAYMENT",44,27208.43,285,0,"M",0,0
"1357","No","PAYMENT",44,12049.25,0,0,"M",0,0
"1358","No","PAYMENT",44,9916.14,0,0,"M",0,0
"1359","No","TRANSFER",44,103807.02,146627,42819.98,"C",6703633.02,6807440.04
"1360","No","PAYMENT",44,20506.1,0,0,"M",0,0
"1361","No","CASH_IN",44,97932.63,5590517.07,5688449.7,"C",1383685.96,1285753.33
"1362","No","CASH_OUT",44,152401.15,0,0,"C",1026497.42,1178898.57
"1363","No","PAYMENT",44,640.16,0,0,"M",0,0
"1364","No","CASH_IN",44,194244.12,7029277.61,7223521.72,"C",3727920.14,3533676.02
"1365","No","PAYMENT",44,7251.14,20306,13054.86,"M",0,0
"1366","No","CASH_OUT",44,58947.24,0,0,"C",3358614.59,3383188.47
"1367","No","CASH_IN",44,113908.55,224463.07,338371.62,"C",1182185.58,1068277.03
"1368","No","TRANSFER",45,579561.06,0,0,"C",5218904.86,5798465.93
"1369","No","PAYMENT",45,5212.39,0,0,"M",0,0
"1370","No","TRANSFER",45,71725.74,1548.87,0,"C",4985886.3,5057612.05
"1371","No","PAYMENT",45,3012.79,11073,8060.21,"M",0,0
"1372","No","TRANSFER",45,195326.01,0,0,"C",373776.56,569102.57
"1373","No","CASH_IN",45,79207.01,5122858.04,5202065.05,"C",222756.5,143549.49
"1374","No","CASH_IN",45,69709.56,493156,562865.56,"C",126918.68,57209.12
"1375","No","TRANSFER",45,890460.64,0,0,"C",1394575.61,2285036.25
"1376","No","PAYMENT",45,9807.54,57681.35,47873.81,"M",0,0
"1377","No","CASH_IN",45,23363.18,6035502.81,6058865.99,"C",175349.46,151986.28
"1378","No","CASH_OUT",45,307944.65,0,0,"C",448632.07,756576.72
"1379","No","CASH_IN",45,80758.89,6024,86782.89,"C",1945115.12,1864356.22
"1380","No","PAYMENT",45,28525.53,47873.81,19348.29,"M",0,0
"1381","No","TRANSFER",45,190161.79,0,0,"C",7827247.8,8017409.59
"1382","No","CASH_OUT",45,190715.9,0,0,"C",229543.79,420259.69
"1383","No","CASH_OUT",45,170048.01,606495,436446.99,"C",866907.42,1036955.42
"1384","No","PAYMENT",45,4949.24,163324,158374.76,"M",0,0
"1385","Si","TRANSFER",45,4919642.57,4919642.57,0,"C",0,0
"1386","No","PAYMENT",46,12524.38,0,0,"M",0,0
"1387","No","CASH_OUT",46,89351.17,17928,0,"C",73858.17,163209.34
"1388","No","PAYMENT",46,2937.72,14658,11720.28,"M",0,0
"1389","No","PAYMENT",46,3616.98,0,0,"M",0,0
"1390","No","CASH_OUT",46,290903.67,0,0,"C",1213228.76,1504132.43
"1391","No","PAYMENT",46,5084.43,0,0,"M",0,0
"1392","No","PAYMENT",46,5598.86,184001.5,178402.64,"M",0,0
"1393","No","CASH_IN",46,99545.79,12104,111649.79,"C",109111.84,9566.04
"1394","No","PAYMENT",46,1698.22,0,0,"M",0,0
"1395","No","CASH_OUT",46,90824.47,86111.4,0,"C",258016.43,348840.9
"1396","No","TRANSFER",46,280975.55,20996,0,"C",202368.19,483343.73
"1397","No","PAYMENT",46,20622.77,4954,0,"M",0,0
"1398","No","CASH_OUT",46,104207.33,17655.65,0,"C",2316355.07,2420562.4
"1399","No","PAYMENT",46,6638.8,0,0,"M",0,0
"1400","No","PAYMENT",46,23643.78,0,0,"M",0,0
"1401","No","PAYMENT",46,2549.82,38442.57,35892.76,"M",0,0
"1402","No","PAYMENT",46,12150.69,151490,139339.31,"M",0,0
"1403","No","PAYMENT",46,284.29,25535,25250.71,"M",0,0
"1404","No","TRANSFER",46,9326.98,16396,7069.02,"C",3076693.07,3086020.06
"1405","Si","TRANSFER",46,9977761.05,9977761.05,0,"C",0,0
"1406","Si","CASH_OUT",46,9977761.05,9977761.05,0,"C",0,9977761.05
"1407","Si","CASH_OUT",46,82971.91,82971.91,0,"C",39316.96,122288.87
"1408","No","PAYMENT",47,3432.74,1110,0,"M",0,0
"1409","No","TRANSFER",47,150772.57,0,0,"C",287905.85,438678.42
"1410","No","CASH_OUT",47,130360.76,0,0,"C",579995.79,710356.55
"1411","No","PAYMENT",47,839.67,27230,26390.33,"M",0,0
"1412","No","CASH_IN",47,184266.61,51713.91,235980.51,"C",537814.78,353548.17
"1413","No","PAYMENT",47,1267.62,11615,10347.38,"M",0,0
"1414","No","PAYMENT",47,31927.49,0,0,"M",0,0
"1415","No","TRANSFER",47,225205.3,26064,0,"C",0,225205.3
"1416","No","CASH_OUT",47,175529,0,0,"C",424153.55,599682.55
"1417","No","PAYMENT",47,15930.46,5571,0,"M",0,0
"1418","Si","TRANSFER",47,36532.84,36532.84,0,"C",0,0
"1419","Si","TRANSFER",47,61487.67,61487.67,0,"C",0,0
"1420","Si","TRANSFER",47,827921.27,827921.27,0,"C",0,0
"1421","Si","TRANSFER",47,667043.9,667043.9,0,"C",0,0
"1422","Si","CASH_OUT",47,2249574.01,2249574.01,0,"C",3785286.98,6034861
"1423","No","TRANSFER",48,140422.33,19148,0,"C",0,140422.33
"1424","No","TRANSFER",48,476202.71,0,0,"C",10511388.88,10987591.59
"1425","No","PAYMENT",48,2099.05,51485,49385.95,"M",0,0
"1426","No","PAYMENT",48,2916.04,105102,102185.96,"M",0,0
"1427","No","PAYMENT",48,2844.45,0,0,"M",0,0
"1428","No","TRANSFER",48,41513.85,0,0,"C",1152162.87,1193676.72
"1429","No","CASH_OUT",48,170025.08,139128.53,0,"C",377709.12,547734.2
"1430","No","PAYMENT",49,6889.2,34175,27285.8,"M",0,0
"1431","Si","CASH_OUT",51,115881.21,115881.21,0,"C",4774288.04,4890169.26
"1432","Si","TRANSFER",51,567932.31,567932.31,0,"C",0,0
"1433","Si","TRANSFER",55,760625.76,760625.76,0,"C",0,0
"1434","Si","TRANSFER",55,109028.8,109028.8,0,"C",0,0
"1435","Si","CASH_OUT",56,2776135.33,2776135.33,0,"C",0,2776135.33
"1436","Si","TRANSFER",56,82767.31,82767.31,0,"C",0,0
"1437","Si","TRANSFER",58,378688.65,378688.65,0,"C",0,0
"1438","Si","CASH_OUT",58,3156421.43,3156421.43,0,"C",181440.45,3337861.88
"1439","Si","CASH_OUT",58,109525.67,109525.67,0,"C",3997342.61,4106868.28
"1440","Si","CASH_OUT",58,246938.77,246938.77,0,"C",0,246938.77
"1441","Si","TRANSFER",59,44733.5,44733.5,0,"C",0,0
"1442","Si","CASH_OUT",59,3904257.51,3904257.51,0,"C",0,3904257.51
"1443","Si","CASH_OUT",60,581421.85,581421.85,0,"C",407848.96,989270.81
"1444","Si","CASH_OUT",60,45807.51,45807.51,0,"C",267824.05,313631.56
"1445","Si","CASH_OUT",61,332138.32,332138.32,0,"C",52021.34,384159.66
"1446","Si","CASH_OUT",61,1372301.24,1372301.24,0,"C",0,1372301.24
"1447","Si","CASH_OUT",61,1155128.91,1155128.91,0,"C",0,1155128.91
"1448","Si","TRANSFER",61,332138.32,332138.32,0,"C",0,0
"1449","Si","TRANSFER",64,31574.65,31574.65,0,"C",0,0
"1450","Si","TRANSFER",64,436317.49,436317.49,0,"C",0,0
"1451","Si","CASH_OUT",64,31574.65,31574.65,0,"C",199385.83,230960.48
"1452","Si","CASH_OUT",64,104957.85,104957.85,0,"C",29237.79,134195.64
"1453","Si","TRANSFER",64,960306.85,960306.85,0,"C",0,0
"1454","Si","CASH_OUT",65,403975.39,403975.39,0,"C",0,403975.39
"1455","Si","TRANSFER",66,813133.35,813133.35,0,"C",0,0
"1456","Si","CASH_OUT",66,79441.66,79441.66,0,"C",2051790.44,2131232.1
"1457","Si","TRANSFER",66,272791.44,272791.44,0,"C",0,0
"1458","Si","TRANSFER",67,1028326.5,1028326.5,0,"C",0,0
"1459","Si","CASH_OUT",68,157494.6,157494.6,0,"C",509029.31,666523.92
"1460","Si","CASH_OUT",68,2026529.56,2026529.56,0,"C",511526.05,2538055.62
"1461","Si","TRANSFER",68,1858515.57,1858515.57,0,"C",0,0
"1462","Si","TRANSFER",69,2960254.17,2960254.17,0,"C",0,0
"1463","Si","TRANSFER",69,2147778.33,2147778.33,0,"C",0,0
"1464","Si","TRANSFER",71,1871553.73,1871553.73,0,"C",0,0
"1465","Si","CASH_OUT",71,479892.04,479892.04,0,"C",1600079.29,2079971.33
"1466","Si","TRANSFER",72,622235.32,622235.32,0,"C",0,0
"1467","Si","CASH_OUT",73,684796.16,684796.16,0,"C",2754453.54,3439249.7
"1468","Si","TRANSFER",74,455074.13,455074.13,0,"C",0,0
"1469","Si","TRANSFER",74,3284197.88,3284197.88,0,"C",0,0
"1470","Si","CASH_OUT",74,3284197.88,3284197.88,0,"C",200942.08,3485139.96
"1471","Si","CASH_OUT",75,460436.43,460436.43,0,"C",0,460436.43
"1472","Si","CASH_OUT",75,755813.12,755813.12,0,"C",494575.27,1250388.38
"1473","Si","TRANSFER",76,9917.27,9917.27,0,"C",0,0
"1474","Si","TRANSFER",78,2254934.36,2254934.36,0,"C",0,0
"1475","Si","CASH_OUT",78,113829.89,113829.89,0,"C",0,113829.89
"1476","Si","TRANSFER",79,432254.84,432254.84,0,"C",0,0
"1477","Si","TRANSFER",79,664992.86,664992.86,0,"C",0,0
"1478","Si","CASH_OUT",80,42659.39,42659.39,0,"C",173558.43,216217.82
"1479","Si","CASH_OUT",80,62134.33,62134.33,0,"C",509204.33,571338.66
"1480","Si","CASH_OUT",80,173782.59,173782.59,0,"C",3272453.63,3446236.22
"1481","Si","TRANSFER",81,221936.6,221936.6,0,"C",0,0
"1482","Si","CASH_OUT",82,45077.1,45077.1,0,"C",126262.18,171339.29
"1483","Si","TRANSFER",82,5338583.38,5338583.38,0,"C",0,0
"1484","Si","TRANSFER",83,594577.22,594577.22,0,"C",0,0
"1485","Si","TRANSFER",84,296349.8,296349.8,0,"C",0,0
"1486","Si","CASH_OUT",84,39379.45,39379.45,0,"C",188532.97,227912.43
"1487","Si","CASH_OUT",84,351912.04,351912.04,0,"C",196753.09,548665.13
"1488","Si","CASH_OUT",85,64344.59,64344.59,0,"C",0,64344.59
"1489","Si","CASH_OUT",85,678058.75,678058.75,0,"C",7175958.36,7854017.11
"1490","Si","CASH_OUT",86,21829.31,21829.31,0,"C",357009.54,378838.85
"1491","Si","TRANSFER",86,17822.02,17822.02,0,"C",0,0
"1492","Si","CASH_OUT",90,7696836.35,7696836.35,0,"C",180993.45,7877829.8
"1493","Si","CASH_OUT",90,1182557.97,1182557.97,0,"C",141273.74,1323831.71
"1494","No","CASH_OUT",93,262982.17,518,0,"C",1487094.44,1750076.61
"1495","No","CASH_IN",93,130702.36,958208,1088910.36,"C",910980.49,780278.13
"1496","No","CASH_OUT",93,117944.24,0,0,"C",789165.51,907109.75
"1497","No","CASH_OUT",93,168671.28,201550,32878.72,"C",1072942.54,1241613.83
"1498","No","CASH_IN",93,48782.68,0,48782.68,"C",2064922.29,2016139.62
"1499","No","PAYMENT",93,8097.77,60140,52042.23,"M",0,0
"1500","No","PAYMENT",93,3484.94,50840,47355.06,"M",0,0
"1501","No","CASH_IN",94,120292.59,2404306.58,2524599.17,"C",992135.73,871843.14
"1502","No","CASH_IN",94,141726.89,7489757.88,7631484.77,"C",196687.9,54961
"1503","No","CASH_IN",94,200112.98,3324267.52,3524380.5,"C",826745.4,626632.42
"1504","No","PAYMENT",94,3690.04,77355,73664.96,"M",0,0
"1505","No","CASH_IN",94,275369.58,10183090.55,10458460.13,"C",1371860.05,1096490.47
"1506","No","CASH_IN",94,193554.04,2524599.17,2718153.21,"C",980116.18,786562.13
"1507","No","CASH_OUT",94,213444.79,47752,0,"C",146151.91,359596.71
"1508","No","PAYMENT",94,29499.65,0,0,"M",0,0
"1509","No","PAYMENT",94,11754.7,8320,0,"M",0,0
"1510","No","CASH_OUT",94,162945.64,399300.42,236354.78,"C",481528.98,644474.63
"1511","No","CASH_OUT",94,373921.37,0,0,"C",380427.46,754348.82
"1512","No","CASH_OUT",94,34851.12,0,0,"C",68833.1,103684.22
"1513","No","TRANSFER",94,1395077.24,0,0,"C",1681744.17,3076821.41
"1514","No","TRANSFER",94,505137.78,0,0,"C",3007625.67,3512763.45
"1515","No","PAYMENT",94,2474.09,51026.08,48551.99,"M",0,0
"1516","No","CASH_IN",94,91608.13,9827818.39,9919426.52,"C",198216.31,99214.51
"1517","No","CASH_IN",94,184734.92,1492992.14,1677727.07,"C",3705001.53,3520266.61
"1518","Si","TRANSFER",94,363378.75,363378.75,0,"C",0,0
"1519","Si","TRANSFER",94,1454592.61,1454592.61,0,"C",0,0
"1520","Si","CASH_OUT",94,460635.82,460635.82,0,"C",544728.69,1005364.51
"1521","No","PAYMENT",95,11218.39,830,0,"M",0,0
"1522","No","CASH_IN",95,141540.83,5168766.53,5310307.37,"C",337588.87,196048.04
"1523","No","PAYMENT",95,7358.43,0,0,"M",0,0
"1524","No","CASH_OUT",95,551555.87,0,0,"C",3534549.81,3738596.57
"1525","No","CASH_OUT",95,43807.37,15677,0,"C",116783.35,160590.71
"1526","No","PAYMENT",95,6484.83,116,0,"M",0,0
"1527","No","CASH_OUT",95,58435.21,0,0,"C",363889.8,422325.02
"1528","No","PAYMENT",95,10281.48,39895,29613.52,"M",0,0
"1529","No","PAYMENT",95,10053.04,200094,190040.96,"M",0,0
"1530","No","CASH_OUT",96,224334.22,39705,0,"C",5760633.77,5984967.99
"1531","No","DEBIT",96,868.86,11371,10502.14,"C",76912.15,77781.01
"1532","No","CASH_IN",96,52262.66,473,52735.66,"C",372686.7,320424.05
"1533","No","PAYMENT",96,1249.8,55,0,"M",0,0
"1534","No","PAYMENT",96,1241.27,10652,9410.73,"M",0,0
"1535","No","TRANSFER",96,858089.01,0,0,"C",953441.97,1811530.98
"1536","No","PAYMENT",96,2296.68,246652.79,244356.11,"M",0,0
"1537","No","PAYMENT",97,4529.99,72469,67939.01,"M",0,0
"1538","Si","CASH_OUT",97,5624.02,5624.02,0,"C",204072.3,209696.33
"1539","Si","CASH_OUT",97,31329.62,31329.62,0,"C",99659.09,130988.71
"1540","Si","CASH_OUT",98,427405.08,427405.08,0,"C",0,427405.08
"1541","Si","TRANSFER",99,286670.9,286670.9,0,"C",0,0
"1542","Si","CASH_OUT",99,1515291.19,1515291.19,0,"C",234869.29,1750160.47
"1543","Si","CASH_OUT",100,28871.9,28871.9,0,"C",500205.51,529077.41
"1544","Si","TRANSFER",101,253793.28,253793.28,0,"C",0,0
"1545","Si","CASH_OUT",103,137508.01,137508.01,0,"C",0,137508.01
"1546","Si","TRANSFER",103,1254092.1,1254092.1,0,"C",0,0
"1547","Si","CASH_OUT",104,142336.65,142336.65,0,"C",267803.17,410139.82
"1548","Si","TRANSFER",105,2988103.3,2988103.3,0,"C",0,0
"1549","Si","CASH_OUT",105,188854.39,188854.39,0,"C",0,188854.39
"1550","Si","CASH_OUT",107,570649.33,570649.33,0,"C",0,570649.33
"1551","Si","TRANSFER",107,1299860.86,1299860.86,0,"C",0,0
"1552","Si","CASH_OUT",107,1299860.86,1299860.86,0,"C",0,1299860.86
"1553","Si","TRANSFER",108,99808.45,99808.45,0,"C",0,0
"1554","Si","CASH_OUT",108,566142.89,566142.89,0,"C",1344558.46,1910701.34
"1555","Si","TRANSFER",109,252417.45,252417.45,0,"C",0,0
"1556","Si","CASH_OUT",109,177344.53,177344.53,0,"C",567501.75,744846.28
"1557","Si","TRANSFER",110,2145934.81,2145934.81,0,"C",0,0
"1558","Si","TRANSFER",111,574709.63,574709.63,0,"C",0,0
"1559","Si","TRANSFER",111,98692.72,98692.72,0,"C",0,0
"1560","Si","TRANSFER",111,501496.31,501496.31,0,"C",0,0
"1561","Si","TRANSFER",115,1844357.26,1844357.26,0,"C",0,0
"1562","Si","CASH_OUT",115,1844357.26,1844357.26,0,"C",3549005.46,5393362.71
"1563","Si","CASH_OUT",116,85408.24,85408.24,0,"C",299363.12,384771.36
"1564","Si","TRANSFER",116,2066848.27,2066848.27,0,"C",0,0
"1565","Si","TRANSFER",117,1761021.33,1761021.33,0,"C",0,0
"1566","Si","CASH_OUT",118,897427.17,897427.17,0,"C",75092.82,972520
"1567","Si","TRANSFER",118,1e+07,11812161.42,1812161.42,"C",0,0
"1568","No","CASH_OUT",119,132439.01,53613.33,0,"C",1470437.59,1602876.6
"1569","No","PAYMENT",119,14795.6,163844.44,149048.84,"M",0,0
"1570","No","CASH_IN",119,165455.78,89294.69,254750.47,"C",1457985.79,1292530.01
"1571","No","PAYMENT",119,2642.11,20770,18127.89,"M",0,0
"1572","No","DEBIT",119,3152.55,49838,46685.45,"C",353505.63,356658.18
"1573","No","PAYMENT",119,10807.74,10060.01,0,"M",0,0
"1574","No","PAYMENT",119,3269.92,22269,18999.08,"M",0,0
"1575","No","CASH_IN",119,530548.49,1558368.58,2088917.07,"C",1674064.39,1143515.9
"1576","Si","TRANSFER",119,1082718.08,1082718.08,0,"C",0,0
"1577","No","PAYMENT",120,8196.62,0,0,"M",0,0
"1578","No","PAYMENT",120,6678.42,92187,85508.58,"M",0,0
"1579","No","TRANSFER",120,531508.09,0,0,"C",1592864.92,2124373.02
"1580","No","TRANSFER",120,902850.82,105048,0,"C",1521157.42,2424008.24
"1581","Si","TRANSFER",120,1860190.06,1860190.06,0,"C",0,0
"1582","Si","TRANSFER",120,49571.87,49571.87,0,"C",0,0
"1583","Si","TRANSFER",120,746518.21,746518.21,0,"C",0,0
"1584","Si","CASH_OUT",120,377919.58,377919.58,0,"C",617276.1,995195.68
"1585","Si","TRANSFER",120,107773.49,107773.49,0,"C",0,0
"1586","No","CASH_OUT",121,91233.83,0,0,"C",153120.51,244354.34
"1587","No","CASH_IN",121,236205.83,9735835.35,9972041.19,"C",239362.38,3156.55
"1588","Si","TRANSFER",121,1241118.86,1241118.86,0,"C",0,0
"1589","Si","TRANSFER",121,174296.71,174296.71,0,"C",0,0
"1590","Si","TRANSFER",122,91637.51,91637.51,0,"C",0,0
"1591","Si","TRANSFER",122,355832.18,355832.18,0,"C",0,0
"1592","Si","TRANSFER",125,621569.61,621569.61,0,"C",0,0
"1593","Si","CASH_OUT",127,829012.31,829012.31,0,"C",0,829012.31
"1594","Si","TRANSFER",127,426532.4,426532.4,0,"C",0,0
"1595","Si","CASH_OUT",127,1848199.45,1848199.45,0,"C",1668360.97,3516560.42
"1596","Si","CASH_OUT",128,4483868.79,4483868.79,0,"C",1340132.06,5824000.85
"1597","No","CASH_IN",129,48084.35,10994,59078.35,"C",2345152.28,2297067.94
"1598","No","PAYMENT",129,14542.34,0,0,"M",0,0
"1599","No","CASH_IN",129,20642.2,5038,25680.2,"C",0,0
"1600","No","CASH_OUT",129,176402.94,50593,0,"C",379051.4,555454.35
"1601","No","PAYMENT",129,26938.96,0,0,"M",0,0
"1602","No","CASH_OUT",129,125758.11,0,0,"C",143919.38,422177
"1603","No","TRANSFER",129,54393.16,0,0,"C",101106.94,155500.1
"1604","No","TRANSFER",129,622448.61,1204,0,"C",1163182.73,1785631.34
"1605","No","TRANSFER",129,166285.98,402869,236583.02,"C",0,166285.98
"1606","No","CASH_OUT",129,102888.3,173711.62,70823.32,"C",3884492.55,3987380.85
"1607","No","TRANSFER",129,517767.16,79635,0,"C",0,517767.16
"1608","No","PAYMENT",129,18564.21,3699.62,0,"M",0,0
"1609","No","CASH_OUT",129,328120.6,0,0,"C",2660098.13,2988218.72
"1610","No","PAYMENT",129,8177.16,94937.65,86760.49,"M",0,0
"1611","No","CASH_OUT",129,127114.05,12561,0,"C",50927.58,178041.63
"1612","No","PAYMENT",129,16220.55,0,0,"M",0,0
"1613","No","CASH_OUT",129,292418.73,11537,0,"C",7180.5,557504.72
"1614","No","CASH_IN",129,16993.19,134,17127.19,"C",654891.91,1023218.55
"1615","No","PAYMENT",129,7344.86,0,0,"M",0,0
"1616","No","CASH_IN",129,179109.27,5534800.71,5713909.98,"C",5926757.29,5747648.02
"1617","No","CASH_IN",129,107267.4,54521,161788.4,"C",18753.63,0
"1618","No","CASH_IN",129,166020.57,11192223.63,11358244.2,"C",563486.25,397465.69
"1619","No","PAYMENT",129,8778.37,100715.15,91936.78,"M",0,0
"1620","Si","CASH_OUT",129,1864022.05,1864022.05,0,"C",1435908.91,3299930.96
"1621","No","PAYMENT",130,14497.56,0,0,"M",0,0
"1622","No","CASH_OUT",130,22058.78,0,0,"C",187558.92,209617.71
"1623","No","PAYMENT",130,3279.65,0,0,"M",0,0
"1624","No","CASH_IN",130,237382.33,386,237768.33,"C",1614662.04,1377279.71
"1625","No","CASH_OUT",130,237124.54,472991,235866.46,"C",990736.39,1227860.94
"1626","No","CASH_IN",130,266468.24,23214,289682.24,"C",207673.2,0
"1627","No","CASH_OUT",130,365813.1,0,0,"C",459549.76,825362.87
"1628","No","CASH_IN",130,157134.83,670639.01,827773.84,"C",420566.78,263431.95
"1629","No","PAYMENT",130,3954.16,0,0,"M",0,0
"1630","No","CASH_IN",130,55273.16,4853652.33,4908925.49,"C",181463.9,126190.74
"1631","No","TRANSFER",130,1398754.32,134966,0,"C",32803.99,1431558.31
"1632","No","PAYMENT",130,15379.93,5098,0,"M",0,0
"1633","No","PAYMENT",130,21621.52,12018,0,"M",0,0
"1634","No","CASH_IN",130,58192.18,7756604.46,7814796.64,"C",3907523.25,3849331.06
"1635","No","CASH_OUT",130,58690.05,0,0,"C",1170977.13,1229667.19
"1636","No","CASH_OUT",130,47228.41,104856,57627.59,"C",3611115.53,3658343.94
"1637","No","PAYMENT",130,11998.74,201223.3,189224.56,"M",0,0
"1638","No","CASH_IN",130,175783.53,50113,225896.53,"C",2008079.55,1832296.02
"1639","No","PAYMENT",130,1242.97,39390.48,38147.5,"M",0,0
"1640","No","CASH_OUT",130,114828.01,240488,125659.99,"C",485783.5,600611.51
"1641","No","PAYMENT",130,6175.58,864604.41,858428.83,"M",0,0
"1642","No","PAYMENT",130,32039.22,0,0,"M",0,0
"1643","No","PAYMENT",130,7971.64,113927,105955.36,"M",0,0
"1644","No","PAYMENT",130,5408.06,0,0,"M",0,0
